Name,State,Country,Location
Taylorsville,Utah,US,"40.66772 , -111.93883"
West Jordan,Utah,US,"40.60967 , -111.9391"
West Valley City,Utah,US,"40.69161 , -112.00105"
South Burlington,Vermont,US,"44.46699 , -73.17096"
Montpelier,Vermont,US,"44.26006 , -72.57539"
Aiken,South Carolina,US,"33.56042 , -81.71955"
West Columbia,South Carolina,US,"33.99349 , -81.07398"
Rock Hill,South Carolina,US,"34.92487 , -81.02508"
Saint Andrews,South Carolina,US,"34.04543 , -81.12926"
Sumter,South Carolina,US,"33.92044 , -80.34147"
Hopewell,Virginia,US,"37.30432 , -77.2872"
Mechanicsville,Virginia,US,"37.60876 , -77.37331"
Petersburg,Virginia,US,"37.22793 , -77.40193"
Richmond,Virginia,US,"37.55376 , -77.46026"
Tuckahoe,Virginia,US,"37.59015 , -77.55638"
Atascadero,California,US,"35.48942 , -120.67073"
Camarillo,California,US,"34.21639 , -119.0376"
Paso Robles,California,US,"35.62664 , -120.691"
Goleta,California,US,"34.43583 , -119.82764"
Lompoc,California,US,"34.63915 , -120.45794"
Moorpark,California,US,"34.28556 , -118.88204"
Orcutt,California,US,"34.86526 , -120.436"
Oxnard,California,US,"34.1975 , -119.17705"
Port Hueneme,California,US,"34.14778 , -119.19511"
Ventura,California,US,"34.27834 , -119.29317"
San Luis Obispo,California,US,"35.28275 , -120.65962"
Santa Barbara,California,US,"34.42083 , -119.69819"
Santa Maria,California,US,"34.95303 , -120.43572"
Santa Paula,California,US,"34.35417 , -119.05927"
Simi Valley,California,US,"34.26945 , -118.78148"
Thousand Oaks,California,US,"34.17056 , -118.83759"
Amarillo,Texas,US,"35.222 , -101.8313"
Lubbock,Texas,US,"33.57786 , -101.85517"
Plainview,Texas,US,"34.18479 , -101.70684"
Hilo,Hawaii,US,"19.72991 , -155.09073"
Honolulu,Hawaii,US,"21.30694 , -157.85833"
Kahului,Hawaii,US,"20.88953 , -156.47432"
Kailua-Kona,Hawaii,US,"19.63927 , -155.99024"
Kāne‘ohe,Hawaii,US,"21.39994 , -157.79895"
Mililani Town,Hawaii,US,"21.45 , -158.00111"
Pearl City,Hawaii,US,"21.39734 , -157.97516"
Waimalu,Hawaii,US,"21.40472 , -157.94333"
Waipahu,Hawaii,US,"21.38667 , -158.00917"
Burton,Michigan,US,"42.99947 , -83.61634"
Flint,Michigan,US,"43.01253 , -83.68746"
Port Huron,Michigan,US,"42.97086 , -82.42491"
Bloomington,Indiana,US,"39.16533 , -86.52639"
Clarksville,Indiana,US,"38.29674 , -85.75996"
Columbus,Indiana,US,"39.20144 , -85.92138"
Evansville,Indiana,US,"37.97476 , -87.55585"
Jeffersonville,Indiana,US,"38.27757 , -85.73718"
New Albany,Indiana,US,"38.28562 , -85.82413"
Terre Haute,Indiana,US,"39.4667 , -87.41391"
Brandon,Florida,US,"27.9378 , -82.28592"
Citrus Park,Florida,US,"28.07835 , -82.56982"
Greater Northdale,Florida,US,"28.10545 , -82.52594"
Lake Magdalene,Florida,US,"28.07418 , -82.47176"
Land O' Lakes,Florida,US,"28.2189 , -82.45759"
Plant City,Florida,US,"28.01888 , -82.11469"
Tampa,Florida,US,"27.94752 , -82.45843"
Temple Terrace,Florida,US,"28.0353 , -82.38926"
Town 'n' Country,Florida,US,"28.01057 , -82.57732"
Altoona,Pennsylvania,US,"40.51868 , -78.39474"
Erie,Pennsylvania,US,"42.12922 , -80.08506"
Johnstown,Pennsylvania,US,"40.32674 , -78.92197"
State College,Pennsylvania,US,"40.79339 , -77.86"
Belvidere,Illinois,US,"42.26391 , -88.84427"
Crystal Lake,Illinois,US,"42.24113 , -88.3162"
DeKalb,Illinois,US,"41.92947 , -88.75036"
Freeport,Illinois,US,"42.29669 , -89.62123"
Joliet,Illinois,US,"41.52519 , -88.0834"
Kankakee,Illinois,US,"41.12003 , -87.86115"
Loves Park,Illinois,US,"42.32002 , -89.05816"
Machesney Park,Illinois,US,"42.34724 , -89.039"
McHenry,Illinois,US,"42.33335 , -88.26675"
Rockford,Illinois,US,"42.27113 , -89.094"
Romeoville,Illinois,US,"41.64753 , -88.08951"
Woodstock,Illinois,US,"42.31474 , -88.4487"
Belton,Missouri,US,"38.81195 , -94.5319"
Blue Springs,Missouri,US,"39.01695 , -94.28161"
Gladstone,Missouri,US,"39.20389 , -94.55468"
Grandview,Missouri,US,"38.88584 , -94.53301"
Independence,Missouri,US,"39.09112 , -94.41551"
Kansas City,Missouri,US,"39.09973 , -94.57857"
Lee's Summit,Missouri,US,"38.91084 , -94.38217"
Liberty,Missouri,US,"39.24611 , -94.41912"
Raytown,Missouri,US,"39.00862 , -94.46356"
Saint Joseph,Missouri,US,"39.76861 , -94.84663"
Arlington,Texas,US,"32.73569 , -97.10807"
Bedford,Texas,US,"32.84402 , -97.14307"
Benbrook,Texas,US,"32.67319 , -97.46058"
Burleson,Texas,US,"32.54208 , -97.32085"
Cleburne,Texas,US,"32.34764 , -97.38668"
Euless,Texas,US,"32.83707 , -97.08195"
Fort Worth,Texas,US,"32.72541 , -97.32085"
Grapevine,Texas,US,"32.93429 , -97.07807"
Haltom City,Texas,US,"32.79957 , -97.26918"
Hurst,Texas,US,"32.82346 , -97.17057"
Keller,Texas,US,"32.93457 , -97.25168"
Mansfield,Texas,US,"32.56319 , -97.14168"
North Richland Hills,Texas,US,"32.8343 , -97.2289"
Southlake,Texas,US,"32.94124 , -97.13418"
Watauga,Texas,US,"32.85791 , -97.25474"
Agoura Hills,California,US,"34.13639 , -118.77453"
Burbank,California,US,"34.18084 , -118.30897"
Calabasas,California,US,"34.15778 , -118.63842"
North Glendale,California,US,"34.16056 , -118.26452"
La Cañada Flintridge,California,US,"34.19917 , -118.18785"
San Fernando,California,US,"34.28195 , -118.43897"
Asheville,North Carolina,US,"35.60095 , -82.55402"
Hickory,North Carolina,US,"35.73319 , -81.3412"
Del Rio,Texas,US,"29.36273 , -100.89676"
Eagle Pass,Texas,US,"28.70914 , -100.49952"
Kerrville,Texas,US,"30.04743 , -99.14032"
New Braunfels,Texas,US,"29.703 , -98.12445"
Seguin,Texas,US,"29.56884 , -97.96473"
Hollister,California,US,"36.85245 , -121.4016"
Marina,California,US,"36.6844 , -121.80217"
Monterey,California,US,"36.60024 , -121.89468"
Salinas,California,US,"36.67774 , -121.6555"
Santa Cruz,California,US,"36.97412 , -122.0308"
Seaside,California,US,"36.61107 , -121.85162"
Watsonville,California,US,"36.91023 , -121.75689"
Alvin,Texas,US,"29.42385 , -95.2441"
Atascocita,Texas,US,"29.99883 , -95.1766"
Baytown,Texas,US,"29.7355 , -94.97743"
Channelview,Texas,US,"29.77606 , -95.11465"
Cloverleaf,Texas,US,"29.77828 , -95.17188"
Deer Park,Texas,US,"29.70523 , -95.12382"
Friendswood,Texas,US,"29.5294 , -95.20104"
South Houston,Texas,US,"29.66301 , -95.23549"
La Porte,Texas,US,"29.66578 , -95.01937"
League City,Texas,US,"29.50745 , -95.09493"
Mission Bend,Texas,US,"29.69384 , -95.66495"
Missouri City,Texas,US,"29.61857 , -95.53772"
Pasadena,Texas,US,"29.69106 , -95.2091"
Pearland,Texas,US,"29.56357 , -95.28605"
Rosenberg,Texas,US,"29.55718 , -95.80856"
Spring,Texas,US,"30.07994 , -95.41716"
Sugar Land,Texas,US,"29.61968 , -95.63495"
The Woodlands,Texas,US,"30.15799 , -95.48938"
North Charleston,South Carolina,US,"32.85462 , -79.97481"
Florence,South Carolina,US,"34.19543 , -79.76256"
Goose Creek,South Carolina,US,"32.98101 , -80.03259"
Hilton Head Island,South Carolina,US,"32.21632 , -80.75261"
Mount Pleasant,South Carolina,US,"32.79407 , -79.86259"
North Myrtle Beach,South Carolina,US,"33.81601 , -78.68002"
North Charleston,South Carolina,US,"32.85462 , -79.97481"
Summerville,South Carolina,US,"33.0185 , -80.17565"
Kingston,New York,US,"41.92704 , -73.99736"
Middletown,New York,US,"41.44593 , -74.42293"
New City,New York,US,"41.1476 , -73.98931"
Newburgh,New York,US,"41.50343 , -74.01042"
Poughkeepsie,New York,US,"41.70037 , -73.92097"
Spring Valley,New York,US,"41.11315 , -74.04375"
Algonquin,Illinois,US,"42.16558 , -88.29425"
Arlington Heights,Illinois,US,"42.08836 , -87.98063"
Buffalo Grove,Illinois,US,"42.15141 , -87.95979"
Carpentersville,Illinois,US,"42.12114 , -88.25786"
Des Plaines,Illinois,US,"42.03336 , -87.8834"
South Elgin,Illinois,US,"41.99419 , -88.2923"
Elk Grove Village,Illinois,US,"42.00392 , -87.97035"
Evanston,Illinois,US,"42.04114 , -87.69006"
Glenview,Illinois,US,"42.06975 , -87.78784"
Gurnee,Illinois,US,"42.3703 , -87.90202"
Highland Park,Illinois,US,"42.18169 , -87.80034"
Hoffman Estates,Illinois,US,"42.04281 , -88.0798"
Lake Forest,Illinois,US,"42.25863 , -87.84063"
Lake in the Hills,Illinois,US,"42.18169 , -88.33036"
Libertyville,Illinois,US,"42.28308 , -87.95313"
Morton Grove,Illinois,US,"42.04059 , -87.78256"
Mount Prospect,Illinois,US,"42.06642 , -87.93729"
Mundelein,Illinois,US,"42.26308 , -88.00397"
Niles,Illinois,US,"42.01892 , -87.80284"
North Chicago,Illinois,US,"42.32558 , -87.84118"
Northbrook,Illinois,US,"42.12753 , -87.82895"
Palatine,Illinois,US,"42.1103 , -88.03424"
Park Ridge,Illinois,US,"42.01114 , -87.84062"
Rolling Meadows,Illinois,US,"42.08419 , -88.01313"
Round Lake Beach,Illinois,US,"42.37169 , -88.09008"
Schaumburg,Illinois,US,"42.03336 , -88.08341"
Skokie,Illinois,US,"42.03336 , -87.73339"
Vernon Hills,Illinois,US,"42.21947 , -87.97952"
Waukegan,Illinois,US,"42.36363 , -87.84479"
Wheeling,Illinois,US,"42.13919 , -87.92896"
Wilmette,Illinois,US,"42.07225 , -87.72284"
Zion,Illinois,US,"42.44613 , -87.83285"
Carteret,New Jersey,US,"40.57733 , -74.2282"
East Brunswick,New Jersey,US,"40.42788 , -74.41598"
Edison,New Jersey,US,"40.51872 , -74.4121"
Lakewood,New Jersey,US,"40.09789 , -74.21764"
West Long Branch,New Jersey,US,"40.29039 , -74.01764"
New Brunswick,New Jersey,US,"40.48622 , -74.45182"
East Brunswick,New Jersey,US,"40.42788 , -74.41598"
North Plainfield,New Jersey,US,"40.6301 , -74.42737"
South Old Bridge,New Jersey,US,"40.40816 , -74.35432"
Perth Amboy,New Jersey,US,"40.50677 , -74.26542"
Rahway,New Jersey,US,"40.60816 , -74.27765"
Sayreville,New Jersey,US,"40.45927 , -74.36098"
Somerset,New Jersey,US,"40.4976 , -74.48849"
Toms River,New Jersey,US,"39.95373 , -74.19792"
Bellview,Florida,US,"30.46159 , -87.31497"
Brent,Florida,US,"30.46881 , -87.23608"
Ferry Pass,Florida,US,"30.5102 , -87.21247"
Fort Walton Beach,Florida,US,"30.42077 , -86.61939"
Panama City,Florida,US,"30.15946 , -85.65983"
West Pensacola,Florida,US,"30.42659 , -87.27969"
Tallahassee,Florida,US,"30.43826 , -84.28073"
West Pensacola,Florida,US,"30.42659 , -87.27969"
Wright,Florida,US,"30.45575 , -86.63829"
Bridgeton,New Jersey,US,"39.42734 , -75.23408"
Camden,New Jersey,US,"39.92595 , -75.11962"
Cherry Hill,New Jersey,US,"39.93484 , -75.03073"
Millville,New Jersey,US,"39.40206 , -75.03934"
Pennsauken,New Jersey,US,"39.95622 , -75.05795"
Vineland,New Jersey,US,"39.48623 , -75.02573"
Willingboro,New Jersey,US,"40.02789 , -74.86905"
Belmont,Massachusetts,US,"42.39593 , -71.17867"
South Boston,Massachusetts,US,"42.33343 , -71.04949"
Brookline,Massachusetts,US,"42.33176 , -71.12116"
Cambridge,Massachusetts,US,"42.3751 , -71.10561"
Chelsea,Massachusetts,US,"42.39176 , -71.03283"
Everett,Massachusetts,US,"42.40843 , -71.05366"
Milton,Massachusetts,US,"42.24954 , -71.06616"
Newton,Massachusetts,US,"42.33704 , -71.20922"
Quincy,Massachusetts,US,"42.25288 , -71.00227"
Somerville,Massachusetts,US,"42.3876 , -71.0995"
Watertown,Massachusetts,US,"42.37093 , -71.18283"
Poway,California,US,"32.96282 , -117.03586"
Covington,Kentucky,US,"39.08367 , -84.50855"
Florence,Kentucky,US,"38.99895 , -84.62661"
Lexington,Kentucky,US,"37.98869 , -84.47772"
Richmond,Kentucky,US,"37.74786 , -84.29465"
Bristol,Connecticut,US,"41.67176 , -72.94927"
Manchester,Connecticut,US,"41.77593 , -72.52148"
East Hartford,Connecticut,US,"41.78232 , -72.61203"
West Hartford,Connecticut,US,"41.76204 , -72.74204"
Middletown,Connecticut,US,"41.56232 , -72.65065"
New Britain,Connecticut,US,"41.66121 , -72.77954"
New London,Connecticut,US,"41.35565 , -72.09952"
Newington,Connecticut,US,"41.69788 , -72.72371"
Norwich,Connecticut,US,"41.52426 , -72.07591"
West Torrington,Connecticut,US,"41.81843 , -73.14372"
West Hartford,Connecticut,US,"41.76204 , -72.74204"
Wethersfield,Connecticut,US,"41.71427 , -72.65259"
Belleville,New Jersey,US,"40.79371 , -74.15014"
Bloomfield,New Jersey,US,"40.80677 , -74.18542"
Clifton,New Jersey,US,"40.85843 , -74.16376"
East Orange,New Jersey,US,"40.76732 , -74.20487"
Garfield,New Jersey,US,"40.88149 , -74.1132"
Hillside,New Jersey,US,"40.70121 , -74.23015"
Irvington,New Jersey,US,"40.73232 , -74.23487"
Kearny,New Jersey,US,"40.76843 , -74.14542"
Livingston,New Jersey,US,"40.79593 , -74.31487"
Lodi,New Jersey,US,"40.88232 , -74.0832"
Maplewood,New Jersey,US,"40.73121 , -74.27348"
Montclair,New Jersey,US,"40.82593 , -74.20903"
Morristown,New Jersey,US,"40.79677 , -74.48154"
Newark,New Jersey,US,"40.73566 , -74.17237"
Nutley,New Jersey,US,"40.82232 , -74.15987"
West Orange,New Jersey,US,"40.79871 , -74.23904"
Passaic,New Jersey,US,"40.85677 , -74.12848"
Paterson,New Jersey,US,"40.91677 , -74.17181"
Wayne,New Jersey,US,"40.92538 , -74.27654"
West Milford,New Jersey,US,"41.13121 , -74.36737"
West Orange,New Jersey,US,"40.79871 , -74.23904"
Lakeland,Florida,US,"28.03947 , -81.9498"
Winter Haven,Florida,US,"28.02224 , -81.73286"
Anderson,South Carolina,US,"34.50344 , -82.65013"
Greenville,South Carolina,US,"34.85262 , -82.39401"
Greenwood,South Carolina,US,"34.1954 , -82.16179"
Spartanburg,South Carolina,US,"34.94957 , -81.93205"
Taylors,South Carolina,US,"34.92039 , -82.29623"
Wade Hampton,South Carolina,US,"34.90373 , -82.33317"
Knoxville,Tennessee,US,"35.96064 , -83.92074"
Maryville,Tennessee,US,"35.75647 , -83.97046"
Oak Ridge,Tennessee,US,"36.01036 , -84.26964"
Oak Ridge,Tennessee,US,"36.01036 , -84.26964"
El Dorado,Arkansas,US,"33.20763 , -92.66627"
Jonesboro,Arkansas,US,"35.8423 , -90.70428"
Paragould,Arkansas,US,"36.0584 , -90.49733"
Pine Bluff,Arkansas,US,"34.22843 , -92.0032"
Texarkana,Arkansas,US,"33.44179 , -94.03769"
West Memphis,Arkansas,US,"35.14648 , -90.18454"
Bethel Park,Pennsylvania,US,"40.32757 , -80.0395"
McKeesport,Pennsylvania,US,"40.34785 , -79.86422"
Mount Lebanon,Pennsylvania,US,"40.35535 , -80.0495"
Monroeville,Pennsylvania,US,"40.42118 , -79.7881"
New Castle,Pennsylvania,US,"41.00367 , -80.34701"
Penn Hills,Pennsylvania,US,"40.50118 , -79.83922"
Pittsburgh,Pennsylvania,US,"40.44062 , -79.99589"
Plum,Pennsylvania,US,"40.50035 , -79.74949"
Upper Saint Clair,Pennsylvania,US,"40.3359 , -80.08339"
West Mifflin,Pennsylvania,US,"40.3634 , -79.86644"
Bartlett,Tennessee,US,"35.20453 , -89.87398"
Collierville,Tennessee,US,"35.04204 , -89.66453"
Germantown,Tennessee,US,"35.08676 , -89.81009"
Memphis,Tennessee,US,"35.14953 , -90.04898"
Corsicana,Texas,US,"32.09543 , -96.46887"
Denison,Texas,US,"33.75566 , -96.53666"
Greenville,Texas,US,"33.13845 , -96.11081"
Longview,Texas,US,"32.5007 , -94.74049"
Marshall,Texas,US,"32.54487 , -94.36742"
Paris,Texas,US,"33.66094 , -95.55551"
Sherman,Texas,US,"33.63566 , -96.60888"
Texarkana,Texas,US,"33.42513 , -94.04769"
Tyler,Texas,US,"32.35126 , -95.30106"
Jacksonville,Florida,US,"30.33218 , -81.65565"
Jacksonville Beach,Florida,US,"30.29469 , -81.39314"
Lakeside,Florida,US,"30.12996 , -81.76815"
Anchorage,Alaska,US,"61.21806 , -149.90028"
College,Alaska,US,"64.85694 , -147.80278"
Fairbanks,Alaska,US,"64.83778 , -147.71639"
Juneau,Alaska,US,"58.30194 , -134.41972"
Ketchikan,Alaska,US,"55.34225 , -131.64784"
Sitka,Alaska,US,"57.05315 , -135.33088"
Cranford,New Jersey,US,"40.65844 , -74.29959"
Elizabeth,New Jersey,US,"40.66399 , -74.2107"
Hillside,New Jersey,US,"40.70121 , -74.23015"
Linden,New Jersey,US,"40.62205 , -74.24459"
South Plainfield,New Jersey,US,"40.57927 , -74.41154"
Roselle,New Jersey,US,"40.65223 , -74.25882"
Scotch Plains,New Jersey,US,"40.65538 , -74.38987"
South Plainfield,New Jersey,US,"40.57927 , -74.41154"
Summit,New Jersey,US,"40.74149 , -74.35959"
Union City,New Jersey,US,"40.77955 , -74.02375"
Westfield,New Jersey,US,"40.65899 , -74.34737"
Chino,California,US,"34.01223 , -117.68894"
Chino Hills,California,US,"33.9938 , -117.75888"
Claremont,California,US,"34.09668 , -117.71978"
Colton,California,US,"34.0739 , -117.31365"
Diamond Bar,California,US,"34.02862 , -117.81034"
Fontana,California,US,"34.09223 , -117.43505"
Highland,California,US,"34.12834 , -117.20865"
La Verne,California,US,"34.10084 , -117.76784"
Montclair,California,US,"34.07751 , -117.68978"
Ontario,California,US,"34.06334 , -117.65089"
Pomona,California,US,"34.05529 , -117.75228"
Rancho Cucamonga,California,US,"34.1064 , -117.59311"
Redlands,California,US,"34.05557 , -117.18254"
Rialto,California,US,"34.1064 , -117.37032"
San Bernardino,California,US,"34.10834 , -117.28977"
San Dimas,California,US,"34.10668 , -117.80673"
Upland,California,US,"34.09751 , -117.64839"
Yucaipa,California,US,"34.03363 , -117.04309"
Fayetteville,North Carolina,US,"35.05266 , -78.87836"
Fort Bragg,North Carolina,US,"35.139 , -79.00603"
Jacksonville,North Carolina,US,"34.75405 , -77.43024"
Lumberton,North Carolina,US,"34.61834 , -79.01045"
Wilmington,North Carolina,US,"34.22573 , -77.94471"
Hinesville,Georgia,US,"31.84688 , -81.59595"
Savannah,Georgia,US,"32.08354 , -81.09983"
Statesboro,Georgia,US,"32.44879 , -81.78317"
Kansas City,Kansas,US,"39.11417 , -94.62746"
Leavenworth,Kansas,US,"39.31111 , -94.92246"
Leawood,Kansas,US,"38.96667 , -94.6169"
Lenexa,Kansas,US,"38.95362 , -94.73357"
Olathe,Kansas,US,"38.8814 , -94.81913"
Overland Park,Kansas,US,"38.98223 , -94.67079"
Prairie Village,Kansas,US,"38.99167 , -94.63357"
Shawnee,Kansas,US,"39.04167 , -94.72024"
Harrison,New York,US,"40.96899 , -73.71263"
Mount Vernon,New York,US,"40.9126 , -73.83708"
New Rochelle,New York,US,"40.91149 , -73.78235"
Ossining,New York,US,"41.16287 , -73.86152"
Peekskill,New York,US,"41.29009 , -73.92042"
Port Chester,New York,US,"41.00176 , -73.66568"
White Plains,New York,US,"41.03399 , -73.76291"
Yonkers,New York,US,"40.93121 , -73.89875"
El Paso,Texas,US,"31.75872 , -106.48693"
Socorro,Texas,US,"31.65456 , -106.30331"
Arden-Arcade,California,US,"38.6025 , -121.37854"
Carmichael,California,US,"38.61713 , -121.32828"
Citrus Heights,California,US,"38.70712 , -121.28106"
Elk Grove,California,US,"38.4088 , -121.37162"
North Fair Oaks,California,US,"37.47438 , -122.19663"
Florin,California,US,"38.49602 , -121.40884"
Folsom,California,US,"38.67796 , -121.17606"
La Riviera,California,US,"38.56685 , -121.3569"
Laguna,California,US,"38.42102 , -121.42384"
North Highlands,California,US,"38.68574 , -121.37217"
Orangevale,California,US,"38.67851 , -121.22578"
Rancho Cordova,California,US,"38.58907 , -121.30273"
Rocklin,California,US,"38.79073 , -121.23578"
Rosemont,California,US,"38.55185 , -121.36467"
Roseville,California,US,"38.75212 , -121.28801"
West Sacramento,California,US,"38.58046 , -121.53023"
West Sacramento,California,US,"38.58046 , -121.53023"
The Bronx,New York,US,"40.84985 , -73.86641"
Brooklyn,New York,US,"40.6501 , -73.94958"
New York City,New York,US,"40.71427 , -74.00597"
New York City,New York,US,"40.71427 , -74.00597"
Borough of Queens,New York,US,"40.68149 , -73.83652"
Staten Island,New York,US,"40.56233 , -74.13986"
Bartlesville,Oklahoma,US,"36.74731 , -95.98082"
Broken Arrow,Oklahoma,US,"36.0526 , -95.79082"
Muskogee,Oklahoma,US,"35.74788 , -95.36969"
Tulsa,Oklahoma,US,"36.15398 , -95.99277"
Apex,North Carolina,US,"35.73265 , -78.85029"
Cary,North Carolina,US,"35.79154 , -78.78112"
Chapel Hill,North Carolina,US,"35.9132 , -79.05584"
Durham,North Carolina,US,"35.99403 , -78.89862"
Goldsboro,North Carolina,US,"35.38488 , -77.99277"
West Raleigh,North Carolina,US,"35.78682 , -78.66389"
Sanford,North Carolina,US,"35.47988 , -79.1803"
Appleton,Wisconsin,US,"44.26193 , -88.41538"
De Pere,Wisconsin,US,"44.44888 , -88.06038"
North Fond du Lac,Wisconsin,US,"43.81138 , -88.48344"
Green Bay,Wisconsin,US,"44.51916 , -88.01983"
Manitowoc,Wisconsin,US,"44.08861 , -87.65758"
Neenah,Wisconsin,US,"44.18582 , -88.46261"
Oshkosh,Wisconsin,US,"44.02471 , -88.54261"
Sheboygan,Wisconsin,US,"43.75083 , -87.71453"
Watertown,Wisconsin,US,"43.19472 , -88.72899"
Watertown,Wisconsin,US,"43.19472 , -88.72899"
Antioch,California,US,"38.00492 , -121.80579"
Bay Point,California,US,"38.02909 , -121.96163"
Brentwood,California,US,"37.93187 , -121.69579"
Concord,California,US,"37.97798 , -122.03107"
Danville,California,US,"37.82159 , -121.99996"
Dublin,California,US,"37.70215 , -121.93579"
Lafayette,California,US,"37.88576 , -122.11802"
Livermore,California,US,"37.68187 , -121.76801"
Martinez,California,US,"38.01937 , -122.13413"
Oakley,California,US,"37.99742 , -121.71245"
Pittsburg,California,US,"38.02798 , -121.88468"
Pleasant Hill,California,US,"37.94798 , -122.0608"
Pleasanton,California,US,"37.66243 , -121.87468"
San Ramon,California,US,"37.77993 , -121.97802"
Walnut Creek,California,US,"37.90631 , -122.06496"
Bullhead City,Arizona,US,"35.14778 , -114.5683"
Flagstaff,Arizona,US,"35.19807 , -111.65127"
Fortuna Foothills,Arizona,US,"32.65783 , -114.41189"
Kingman,Arizona,US,"35.18944 , -114.05301"
Lake Havasu City,Arizona,US,"34.4839 , -114.32245"
Prescott,Arizona,US,"34.54002 , -112.4685"
Prescott Valley,Arizona,US,"34.61002 , -112.31572"
Yuma,Arizona,US,"32.72532 , -114.6244"
The Bronx,New York,US,"40.84985 , -73.86641"
Brooklyn,New York,US,"40.6501 , -73.94958"
New York City,New York,US,"40.71427 , -74.00597"
Borough of Queens,New York,US,"40.68149 , -73.83652"
Staten Island,New York,US,"40.56233 , -74.13986"
Bloomington,Indiana,US,"39.16533 , -86.52639"
Clarksville,Indiana,US,"38.29674 , -85.75996"
Columbus,Indiana,US,"39.20144 , -85.92138"
Evansville,Indiana,US,"37.97476 , -87.55585"
Jeffersonville,Indiana,US,"38.27757 , -85.73718"
New Albany,Indiana,US,"38.28562 , -85.82413"
Terre Haute,Indiana,US,"39.4667 , -87.41391"
Clarksville,Tennessee,US,"36.52977 , -87.35945"
Columbia,Tennessee,US,"35.61507 , -87.03528"
Cookeville,Tennessee,US,"36.16284 , -85.50164"
Conroe,Texas,US,"30.31188 , -95.45605"
Huntsville,Texas,US,"30.72353 , -95.55078"
Lufkin,Texas,US,"31.33824 , -94.7291"
Nacogdoches,Texas,US,"31.60351 , -94.65549"
Beavercreek,Ohio,US,"39.70923 , -84.06327"
Centerville,Ohio,US,"39.62839 , -84.15938"
Dayton,Ohio,US,"39.75895 , -84.19161"
Fairborn,Ohio,US,"39.82089 , -84.01938"
Huber Heights,Ohio,US,"39.84395 , -84.12466"
Kettering,Ohio,US,"39.6895 , -84.16883"
Piqua,Ohio,US,"40.14477 , -84.24244"
Riverside,Ohio,US,"39.77978 , -84.1241"
Sidney,Ohio,US,"40.28422 , -84.1555"
Springfield,Ohio,US,"39.92423 , -83.80882"
Trotwood,Ohio,US,"39.79728 , -84.31133"
Troy,Ohio,US,"40.0395 , -84.20328"
Xenia,Ohio,US,"39.68478 , -83.92965"
Denton,Texas,US,"33.21484 , -97.13307"
Lewisville,Texas,US,"33.04623 , -96.99417"
Wichita Falls,Texas,US,"33.91371 , -98.49339"
South Bradenton,Florida,US,"27.4631 , -82.58176"
North Port,Florida,US,"27.04422 , -82.23593"
Port Charlotte,Florida,US,"26.97617 , -82.09064"
Punta Gorda,Florida,US,"26.92978 , -82.04537"
Sarasota,Florida,US,"27.33643 , -82.53065"
South Bradenton,Florida,US,"27.4631 , -82.58176"
West Bloomfield Township,Michigan,US,"42.56891 , -83.38356"
Farmington Hills,Michigan,US,"42.48531 , -83.37716"
Ferndale,Michigan,US,"42.46059 , -83.13465"
Madison Heights,Michigan,US,"42.48587 , -83.1052"
Novi,Michigan,US,"42.48059 , -83.47549"
Oak Park,Michigan,US,"42.45948 , -83.18271"
Pontiac,Michigan,US,"42.63892 , -83.29105"
Rochester Hills,Michigan,US,"42.65837 , -83.14993"
Royal Oak,Michigan,US,"42.48948 , -83.14465"
Southfield,Michigan,US,"42.47337 , -83.22187"
Troy,Michigan,US,"42.60559 , -83.14993"
Waterford,Michigan,US,"42.69303 , -83.41181"
West Bloomfield Township,Michigan,US,"42.56891 , -83.38356"
Aliso Viejo,California,US,"33.56504 , -117.72712"
Costa Mesa,California,US,"33.64113 , -117.91867"
Dana Point,California,US,"33.46697 , -117.69811"
Irvine,California,US,"33.66946 , -117.82311"
Laguna Beach,California,US,"33.54225 , -117.78311"
Laguna Hills,California,US,"33.61252 , -117.71283"
Laguna Niguel,California,US,"33.52253 , -117.70755"
Lake Forest,California,US,"33.64697 , -117.68922"
Mission Viejo,California,US,"33.60002 , -117.672"
Newport Beach,California,US,"33.61891 , -117.92895"
Rancho Santa Margarita,California,US,"33.64086 , -117.6031"
San Clemente,California,US,"33.42697 , -117.61199"
San Juan Capistrano,California,US,"33.50169 , -117.66255"
Banning,California,US,"33.92557 , -116.87641"
Corona,California,US,"33.87529 , -117.56644"
Hemet,California,US,"33.74761 , -116.97307"
Moreno Valley,California,US,"33.93752 , -117.23059"
Murrieta,California,US,"33.55391 , -117.21392"
Norco,California,US,"33.93113 , -117.54866"
Perris,California,US,"33.78252 , -117.22865"
Riverside,California,US,"33.95335 , -117.39616"
Rubidoux,California,US,"33.99613 , -117.4056"
Temecula,California,US,"33.49364 , -117.14836"
Bloomington,Minnesota,US,"44.8408 , -93.29828"
Burnsville,Minnesota,US,"44.76774 , -93.27772"
Chanhassen,Minnesota,US,"44.86219 , -93.53079"
Eden Prairie,Minnesota,US,"44.85469 , -93.47079"
Edina,Minnesota,US,"44.88969 , -93.34995"
Minnetonka,Minnesota,US,"44.9133 , -93.50329"
Savage,Minnesota,US,"44.77913 , -93.33634"
Shakopee,Minnesota,US,"44.79802 , -93.5269"
Coconut Creek,Florida,US,"26.25175 , -80.17894"
Cooper City,Florida,US,"26.05731 , -80.27172"
